SA2_MAIN16,sa2_name,icsea_mean,school_count
211021261,Donvale - Park Orchards,1134.5,2
211021262,Warrandyte - Wonga Park,1049.0,1
211031265,Croydon Hills - Warranwood,1133.0,1
211031266,Ringwood,1058.6666666666667,3
211031267,Ringwood East,1087.0,2
211031451,Croydon - West,983.0,1
211041272,Vermont,1119.0,1
211041273,Vermont South,1079.0,1
211051274,Belgrave - Selby,1093.0,1
211051275,Chirnside Park,1115.0,1
211051276,Healesville - Yarra Glen,967.0,1
211051278,Lilydale - Coldstream,1024.4,5
211051279,Monbulk - Silvan,1047.0,1
211051280,Montrose,1061.0,1
211051281,Mooroolbark,1044.0,2
211051282,Mount Dandenong - Olinda,980.0,1
211051284,Upwey - Tecoma,1047.0,1
211051286,Yarra Valley,1020.5,2
212011289,Emerald - Cockatoo,1010.0,1
212011546,Beaconsfield - Officer,1026.5,2
212011547,Bunyip - Garfield,1030.0,1
212011550,Pakenham - North West,1089.0,1
212011552,Pakenham - South West,959.0,1
212021293,Berwick - North,1083.5,2
212021453,Endeavour Hills - North,1033.0,2
212021553,Berwick - South East,1041.0,1
212031300,Cranbourne,931.0,1
212031304,Cranbourne West,1042.0,1
212031457,Narre Warren South - East,1049.0,1
212031555,Clyde North - North,1102.0,1
212031558,Cranbourne East - South,1094.0,1
212031559,Cranbourne North - East,987.0,1
212031560,Cranbourne North - West,935.0,1
212041310,Clayton South,964.0,1
212041312,Dandenong North,922.0,1
212041316,Noble Park North,1014.5,2
212041317,Springvale,1006.0,2
212041459,Noble Park - East,933.0,1
212041563,Dandenong - North,946.0,2
212041566,Keysborough - South,1061.6666666666667,3
212051319,Ashwood - Chadstone,1092.0,1
212051321,Glen Waverley - East,1102.0,2
212051323,Mount Waverley - North,1107.0,1
212051324,Mount Waverley - South,1194.0,1
212051325,Mulgrave,1043.5,2
212051567,Clayton (North) - Notting Hill,1126.0,1
213011331,Delahey,955.0,1
213011335,St Albans - South,963.0,1
213011338,Sunshine West,948.0,1
213021341,Altona,1067.0,2
213021343,Altona North,1075.0,1
213021346,Williamstown,1059.5,2
213031347,Braybrook,971.0,1
213031348,Footscray,1078.0,1
213041353,Bacchus Marsh,970.0,1
213041358,Melton West,982.0,3
213041360,Taylors Hill,1102.5,2
213041463,Caroline Springs,1009.0,1
213041571,Brookfield,1043.0,1
213041576,Kurunjang - Toolern Vale,946.0,1
213041578,Melton South - Weir Views,1007.5,2
213051361,Hoppers Crossing - North,970.0,1
213051363,Laverton,932.0,1
213051368,Werribee - South,1098.5,2
213051467,Werribee - East,1142.0,1
213051579,Manor Lakes - Quandong,1001.0,1
213051583,Tarneit - Central,1030.0,2
213051585,Tarneit - South,1109.0,1
213051588,Truganina - South West,1111.5,2
214011371,Frankston,1070.0,1
214011372,Frankston North,982.0,3
214011374,Langwarrin,1067.6666666666667,3
214021377,Dromana,1012.0,1
214021381,Mount Eliza,1134.0,2
214021382,Mount Martha,1101.0,1
214021384,Rosebud - McCrae,982.0,1
214021385,Somerville,986.0,1
214021591,Mornington - East,1063.0,1
214021592,Mornington - West,1008.0,1
215011386,Ararat,939.0,1
215011388,Horsham,1010.3333333333334,3
215011390,Nhill Region,960.5,2
215011391,St Arnaud,963.0,1
215011392,Stawell,966.0,1
215011393,West Wimmera,971.0,1
215011394,Yarriambiack,940.0,1
215021395,Irymple,1005.0,1
215021396,Merbein,944.0,1
215021398,Mildura Surrounds,972.5,2
215021399,Red Cliffs,906.0,1
215021469,Mildura - North,878.0,1
215021470,Mildura - South,977.0,1
215031400,Buloke,979.0,5
215031401,Gannawarra,970.0,1
215031402,Kerang,976.0,2
215031403,Robinvale,832.0,1
215031404,Swan Hill,983.5,2
216011406,Echuca,934.0,1
216011407,Kyabram,982.5,2
216011409,Rochester,962.0,1
216011410,Rushworth,887.0,1
216021411,Cobram,981.0,2
216021413,Numurkah,929.0,2
216021414,Yarrawonga,991.5,2
216031416,Shepparton - North,1036.0,2
216031593,Kialla,1016.0,1
217011420,Glenelg (Vic.),952.0,1
217011421,Hamilton (Vic.),987.0,2
217011422,Portland,975.5,2
217031471,Camperdown,1001.5,2
217031472,Colac,983.0,2
217031475,Corangamite - South,964.0,2
217031476,Otway,975.5,2
217041479,Warrnambool - North,981.0,1
