OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,Personal income: Employee income earners (no.) (Data year: 2020),Personal income: Employee income earners: Median age (years) (Data year: 2020),Personal income: Total employee income ($m) (Data year: 2020),Personal income: Median employee income ($) (Data year: 2020),Personal income: Mean employee income ($) (Data year: 2020),Personal income: Employee income as main source of income (%) (Data year: 2020),Personal income: Own unincorporated business income earners (no.) (Data year: 2020),Personal income: Own unincorporated business income earners: Median age (years) (Data year: 2020),Personal income: Total own unincorporated business income ($m) (Data year: 2020),Personal income: Median own unincorporated business income ($) (Data year: 2020),Personal income: Mean own unincorporated business income ($) (Data year: 2020),Personal income: Own unincorporated business income as main source of income (%) (Data year: 2020),Personal income: Investment income earners (no.) (Data year: 2020),Personal income: Investment income earners: Median age (years) (Data year: 2020),Personal income: Total investment income ($m) (Data year: 2020),Personal income: Median investment income ($) (Data year: 2020),Personal income: Mean investment income ($) (Data year: 2020),Personal income: Investment income as main source of income (%) (Data year: 2020),Personal income: Superannuation and annuity income earners (no.) (Data year: 2020),Personal income: Superannuation and annuity income earners: Median age (years) (Data year: 2020),Personal income: Total superannuation and annuity income ($m) (Data year: 2020),Personal income: Median superannuation and annuity income ($) (Data year: 2020),Personal income: Mean superannuation and annuity income ($) (Data year: 2020),Personal income: Superannuation and annuity income as main source of income (%) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances)(no.) (Data year: 2020),Personal income: Total income earners (excl. Government pensions and allowances): Median age (years) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances) ($m) (Data year: 2020),Personal income: Median total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Mean total income (excl. Government pensions and allowances) ($) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P20 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p80/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p20/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): p10/P50 ratio (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Gini coefficient (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 1% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 5% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Income share of top 10% of earners (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Lowest Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Second Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Third Quartile (%) (Data year: 2020),Personal income: Total income (excl. Government pensions and allowances): Highest Quartile (%) (Data year: 2020),Persons who reported gross capital gains (no.) (Data year: 2022),Total value of gross capital gains ($m) (Data year: 2022),Median value of gross capital gains ($) (Data year: 2022),Mean value of gross capital gains ($) (Data year: 2022),Total personal income: Persons earning $1-$499 per week (%) (Data year: 2021),Total personal income: Persons earning $500-$999 per week (%) (Data year: 2021),Total personal income: Persons earning $1000-$1999 per week (%) (Data year: 2021),Total personal income: Persons earning $2000-$2999 per week (%) (Data year: 2021),Total personal income: Persons earning $3000 or more per week (%) (Data year: 2021),Total personal income: Persons earning nil income (%) (Data year: 2021),Total personal income: Persons with a negative income (%) (Data year: 2021),Total personal income: Income inadequately described/not stated (%) (Data year: 2021),Median equivalised total household income (weekly) ($) (Data year: 2021),Equivalised total household income: $1-$499 per week (%) (Data year: 2021),Equivalised total household income: $500-$999 per week (%) (Data year: 2021),Equivalised total household income: $1000-$1999 per week (%) (Data year: 2021),Equivalised total household income: $2000-$2999 per week (%) (Data year: 2021),Equivalised total household income: $3000 or more per week (%) (Data year: 2021),Equivalised total household income: Nil income (%) (Data year: 2021),Equivalised total household income: Partial income stated (%) (Data year: 2021),Equivalised total household income: All incomes not stated (%) (Data year: 2021),globalid,Shape__Area,Shape__Length
1116,214021592,Mornington - West,6.4044,https://linked.data.gov.au/dataset/asgsed3/SA2/214021592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094,98.4,4451,89927,24,24,24.4,7.3,5.9,5.7,0.7,7.9,983,17.7,27.8,29.5,10.2,6.2,1.8,4.2,2.7,2160830e-988f-4832-9a4b-63c27596455a,0.000658889347050717,0.14765402390556
784,206041507,Royal Botanic Gardens Victoria,1.3511,https://linked.data.gov.au/dataset/asgsed3/SA2/206041507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,,,,,,,,,dcd8fe3d-5d60-472e-a8f2-f7fc86cce9c5,0.000138269748731545,0.0595858259162561
901,209041529,Lalor - East,3.3232,https://linked.data.gov.au/dataset/asgsed3/SA2/209041529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,7.8,1240,23974,33.5,24.7,19.4,2.7,0.8,10.2,1.6,7.1,728,26.8,31.9,26.8,3.6,1,3.9,3.9,2,6897adbc-0a3b-427e-8e45-b48cc52bd079,0.000339367914421018,0.0928833948461597
853,208031186,Chelsea - Bonbeach,5.423,https://linked.data.gov.au/dataset/asgsed3/SA2/208031186,8018,41,557.9,61441,69581,79.8,1139,44,25.4,11922,22333,6.4,6163,44,41.9,122,6793,11.7,181,59,4.6,15846,25239,1.3,8794,43,603,58489,68567,4.26,1.76,0.41,0.18,0.426,6.1,17.5,28.3,20.6,23.8,27.4,28.2,1121,36,1859,32138,19.8,20.7,30.4,9.6,5.1,6.8,0.5,7.2,1170,15,22.6,37.7,13.1,4.7,1.9,3.2,1.8,ec651151-9d17-4758-814a-ea9c202117ab,0.000556685701667448,0.0998626391418546
830,207031164,Box Hill North,6.2087,https://linked.data.gov.au/dataset/asgsed3/SA2/207031164,9555,39,662.6,53954,69344,72.5,1588,43,44.8,11211,28240,6.9,8764,45,79.1,423,9030,18.4,221,66,7.4,21512,33338,1.2,11123,43,757,49276,68059,6.51,2.11,0.32,0.12,0.512,8.2,22.5,34.6,29.4,22.7,20.8,27.1,1936,67.8,3043,35044,22.8,20.5,24.5,9.1,6.7,11.9,0.5,4,1147,14.6,23.2,34.2,13.5,6,3,4.3,1.1,9eef265f-930a-4fa2-b7c9-d1675547374d,0.000635154751307709,0.126681057282539
1162,217031476,Otway,1505.8895,https://linked.data.gov.au/dataset/asgsed3/SA2/217031476,1861,44,86.3,37048,46380,61.5,707,56,12.9,8972,18218,15.4,1724,55,18,505,10435,20.8,50,59,1.8,12230,35483,1.2,2389,51,114.6,36510,47950,5.59,1.96,0.35,0.13,0.507,8.6,22.7,34.2,35.4,30.8,20.8,13,272,15.7,8530,57752,27.6,26,20.7,3.9,3.6,5.3,0.9,11.9,819,21.5,32.3,27.4,4.3,4.8,2.3,5.4,1.7,19f0bb24-8dba-4db6-a971-0ef2435bc29d,0.155816423750821,2.39138132716702
1047,213011337,Sunshine North,8.0239,https://linked.data.gov.au/dataset/asgsed3/SA2/213011337,5931,35,290.7,44651,49009,80.8,1018,38,18.9,13569,18540,9.4,3716,38,12.5,55,3356,8.7,79,52,1.6,9999,19634,0.7,6335,38,306.2,42854,48339,4.25,1.73,0.41,0.19,0.42,4.7,16.1,27,29.9,31.4,25.8,12.8,486,13.4,2139,27548,29.1,24.1,19.8,3.4,1,14,0.9,7.7,791,23.9,32.4,27.4,5.4,1.2,3.4,4.5,1.8,95f66d74-9258-4ea1-93dd-b362a0d3cd80,0.000820350625872379,0.118503499030902
970,211051274,Belgrave - Selby,55.652,https://linked.data.gov.au/dataset/asgsed3/SA2/211051274,5699,42,379.7,56705,66628,77.8,1008,46,21.2,11889,20996,8.1,4443,46,48.8,103,10973,12.4,113,59,3.8,22857,33532,1,6277,45,427.8,54641,68157,4.78,1.87,0.39,0.18,0.458,8.5,20.2,31,23.1,25.1,24.9,26.9,741,98.8,1768,133304,21,21.4,29,10.1,5,8.6,0.4,4.5,1244,10.7,23.3,40.4,13.5,4.5,1.4,4.9,1.1,41200fb7-85aa-4902-b75f-ce04b668a32c,0.00570370584227931,0.45478086399288
976,211051280,Montrose,10.5431,https://linked.data.gov.au/dataset/asgsed3/SA2/211051280,3652,40,236.6,56750,64782,77.4,555,46,14.5,12012,26130,7.2,2855,46,27.3,151,9547,13.7,67,59,1.4,10000,20275,1,4092,44,267.5,55274,65365,4.3,1.74,0.41,0.18,0.43,6.5,18.1,28.9,21.7,25.6,27.7,24.9,465,17.2,2794,37090,22.4,21.3,28.9,8.1,4,7.6,0.5,7.3,1141,13.2,24.9,39,12.3,2.7,1.3,4.9,1.6,6ab9bb5b-c387-4abe-88f5-867f7889d4a9,0.00107873244496659,0.193896093676571
993,212021297,Hallam,8.0565,https://linked.data.gov.au/dataset/asgsed3/SA2/212021297,5265,37,269.8,47711,51247,79.5,1083,38,22,15397,20318,11.7,3314,41,11.6,30,3489,7.3,102,57,1.7,9989,17105,0.9,5864,39,295.8,45373,50437,3.97,1.65,0.42,0.19,0.404,5.3,16.1,26.5,26.7,32.3,27.8,13.3,376,13.1,3291,34785,27.4,23.6,22.9,3.2,0.7,11.6,1.3,9.2,844,21.2,33.6,31.6,4.3,0.7,1.7,5.4,1.7,d82b5fcf-f40f-4823-985b-fa3da3e7baff,0.000826458936444396,0.12887238053307
1093,213051584,Tarneit - North,14.3452,https://linked.data.gov.au/dataset/asgsed3/SA2/213051584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,6.2,1431,20521,11.7,25.1,33.5,6.6,2,12.3,1.1,7.8,1125,7.9,29.5,45.1,8.5,2.4,1,4.8,0.8,ba45a755-dcc1-470e-83da-7e05d15a5395,0.00146791155020765,0.167227464587868
924,210041240,Sunbury,129.5487,https://linked.data.gov.au/dataset/asgsed3/SA2/210041240,7543,41,508.2,57805,67376,80.8,946,45,20.5,11441,21649,5.8,5556,46,39.9,89,7176,11.1,203,59,6.6,21889,32495,1.5,8225,43,561.1,56488,68222,4.09,1.74,0.42,0.2,0.43,7.3,19,29.6,20.6,25.8,28,25.5,763,36.8,2826,48256,22.3,21.7,29,8.4,4.1,9.1,0.8,4.6,1166,11.5,25.8,40,11.8,3.6,1.6,4.5,1.2,b816b28c-24fa-4bee-8e22-6eabac7095e6,0.0132071274069858,0.770275893729814
1070,213041462,Burnside Heights,1.9954,https://linked.data.gov.au/dataset/asgsed3/SA2/213041462,3190,38,201.1,56767,63049,86,467,40,8.8,10608,18948,7.4,2026,39,4.2,23,2088,5.3,45,50,1.3,10659,27925,0.7,3435,39,210.3,54182,61232,4.15,1.74,0.42,0.23,0.399,4.3,15,25.6,22,26,28.2,23.9,259,8.3,1846,32118,20.5,21.3,28,7.9,3.1,14.3,1.1,3.7,1087,12.1,27.9,40,9,2,1.8,5.9,1.2,e95b7042-fb97-455e-a3ce-6bb93f2aa702,0.000203915039492131,0.062130196681168
947,211011257,Rowville - North,4.1688,https://linked.data.gov.au/dataset/asgsed3/SA2/211011257,4578,42,310.4,58459,67799,80.9,550,45,12.7,11457,23141,5.7,3654,46,20.9,91,5715,11.6,89,60,2.4,20747,26580,1.1,4997,45,329.7,54817,65988,4.59,1.84,0.4,0.18,0.433,6,17.6,28.6,22.5,25.3,25.4,26.8,591,16.9,2849,28523,22.8,21.3,28.4,9.7,4.5,9.8,0.4,3.1,1206,11.8,24,40.5,14.1,3.4,1.3,3.7,1.3,48e2445a-cc63-4cb8-9cb0-8ec888dfc82a,0.000427048578785616,0.117809084393712
801,206071139,Abbotsford,1.7405,https://linked.data.gov.au/dataset/asgsed3/SA2/206071139,6563,33,510.1,66091,77722,84.4,1008,36,34.1,8841,33820,6.1,4913,35,35.4,160,7203,8.4,91,59,2.2,17837,24623,0.7,6658,34,543.2,67457,81592,4.27,1.75,0.41,0.2,0.438,7.2,19.8,30.4,18,20.5,26.3,35.2,1087,62.2,1287,57227,12.5,16.3,35.8,14.3,10.1,4.5,0.3,6.3,1693,7.6,14.1,36.8,21.7,14.2,1.5,3.6,0.4,2c094372-38a8-4806-b5bb-fd1db59f840b,0.000178083557329956,0.0929901348322069
1110,214021381,Mount Eliza,23.2077,https://linked.data.gov.au/dataset/asgsed3/SA2/214021381,9142,45,732.6,58665,80133,64,1583,50,69.7,13949,44061,6.9,9190,51,231.4,,25184,26.2,269,66,9.7,28183,36037,1.4,11581,49,1016.1,57975,87741,6.68,2.2,0.33,0.12,0.542,11.1,26.5,38.4,25.1,21.2,19,34.7,2082,209.4,4931,100595,20.7,18.8,24.1,10.2,11.9,8.3,0.5,5.5,1413,9.9,20.1,34.7,17.2,10,1.3,4.8,1.9,1d5d8b44-e111-43e2-b2da-8fffb6b3540c,0.00238682410827096,0.21158977434229
907,210011228,Keilor,17.512,https://linked.data.gov.au/dataset/asgsed3/SA2/210011228,4517,42,304.4,56790,67382,71.3,667,50,17,12961,25486,6.4,3975,49,71.1,538,17885,20.7,119,60,2.6,16285,21524,1,5271,46,374.6,55777,71072,5.1,1.88,0.37,0.16,0.472,8.9,21.2,32.4,24.2,23.2,24,28.5,679,34.6,3846,50971,25.4,20.7,25.8,8.3,5,9,0.7,5,1051,17.1,25.1,33.1,11,4.7,2.6,4.2,2.1,18979523-c275-447a-83a0-73838912073f,0.00178957740672558,0.282487549596774
1099,213051590,Wyndham Vale - South,4.9575,https://linked.data.gov.au/dataset/asgsed3/SA2/213051590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,10,1096,24972,22.7,24.3,27,6.1,1.8,11.6,0.9,5.6,988,14.6,31.4,37.6,7.2,1.6,1.5,4.4,1.7,1dded5b6-f122-4e50-9221-35132bb74d7d,0.000507723891132628,0.098797052519815
767,206031113,Ascot Vale,3.8361,https://linked.data.gov.au/dataset/asgsed3/SA2/206031113,9199,38,739.8,65444,80424,81.4,1284,40,36.4,8945,28368,5.7,7133,41,77.5,212,10871,11.4,157,60,7.2,19284,46127,0.9,9709,39,815.1,63855,83957,5.39,1.96,0.36,0.17,0.48,8.7,21.7,33,21.3,20.6,22.6,35.5,1501,68.8,2022,45812,19.7,17.7,26.4,12.1,10.9,6.6,0.5,6.1,1468,14,17,31.2,18.7,12.2,1.6,3.7,1.6,78b6f12e-e427-44a4-af43-8c845f158af1,0.000392305287732597,0.122369495406716
1016,212041309,Clarinda - Oakleigh South,6.3227,https://linked.data.gov.au/dataset/asgsed3/SA2/212041309,5915,40,358.5,53450,60616,78.7,926,43,18.1,10739,19519,7.5,4606,45,19.7,169,4281,12,107,59,2.6,17256,24618,1,6544,43,380.6,49454,58154,4.74,1.8,0.38,0.17,0.436,5.4,17.3,28.3,26.2,26.8,26.6,20.4,741,21.5,1885,28973,28.4,21.2,23.8,5.9,2.6,10.2,0.8,7,942,20.2,26.4,33.6,8.6,2.2,3.1,4,1.9,5c383c34-8ed8-4cfd-997d-c861aeaa06e4,0.000648012990041025,0.124365890582589
755,205051104,Yarram,1931.8628,https://linked.data.gov.au/dataset/asgsed3/SA2/205051104,2262,46,121.4,44904,53651,67.1,896,57,7.4,4611,8295,14.4,,,,,,,83,60,1.9,19816,23009,1.6,2916,52,182.2,38845,62479,7.16,1.96,0.27,0.05,0.648,28.2,38.8,48.3,34.7,30.2,20.7,14.4,383,26.9,5649,70314,33.7,25.2,17.8,2.7,2.2,7.1,1.3,9.9,692,28.1,33.3,22.2,3.8,2.1,2.9,4.7,3.1,a86ba0ad-754c-4d20-ba95-c524a0987357,0.199488165864295,6.72712761871216
20,101041025,Merimbula - Tura Beach,97.3395,https://linked.data.gov.au/dataset/asgsed3/SA2/101041025,4906,45,248.9,44189,50741,63,1134,52,31.4,14650,27727,10,4897,57,43.4,444,8865,20.6,438,68,16,33054,36636,5.2,6602,52,331.1,41436,50158,5.98,1.89,0.32,0.1,0.472,6.1,18.7,30.1,32.4,29.1,22.6,15.9,927,52.8,5943,56950,28.8,27.7,23.7,4.9,2.3,5.6,0.6,6.5,847,20.6,33.2,30.1,5.4,2.7,1.6,4.4,1.9,69bfb705-dc90-414d-96ee-30ad44f6cf22,0.00984114729317298,0.852644586019919
953,211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1499,https://linked.data.gov.au/dataset/asgsed3/SA2/211011448,8721,40,548,55339,62834,82.7,1137,43,24.9,11445,21913,6.4,6420,43,22.1,75,3445,9.3,159,59,4.6,12571,28725,0.9,9384,42,570.8,53005,60822,4.24,1.75,0.41,0.18,0.411,4.8,16,26.7,22.4,27,27.9,22.8,948,26.5,2235,27988,24,23.1,28.8,7.7,2.9,8.6,0.7,4.2,1099,13.2,26.8,40.1,10.4,2.2,1.7,4.3,1.2,75b66bf8-c0ac-4341-a1cb-c8a2f7ae1398,0.000937226407131675,0.190557663782883
707,204011058,Nagambie,1294.3498,https://linked.data.gov.au/dataset/asgsed3/SA2/204011058,2102,43,117.2,49028,55740,72.8,549,57,5.4,5249,9879,9.2,1665,52,18.5,173,11105,15.9,79,60,2.2,22794,27535,1.7,2428,49,136.4,47578,56178,4.78,1.78,0.37,0.14,0.46,6.8,19,30.2,27.2,27.7,27,18.1,275,31.6,8773,114918,26.8,25,24,5.5,3.4,5.4,1.1,9,867,20.9,29.9,28.7,6.7,3.1,2.1,5.2,3.3,47c6ae0f-873d-44bb-9683-a253194aa779,0.130726975425205,2.52011200068914
1053,213021341,Altona,17.6826,https://linked.data.gov.au/dataset/asgsed3/SA2/213021341,7432,41,568.4,66074,76485,78.3,921,44,18.6,9680,20156,4.9,6067,45,56,242,9234,14.8,176,61,5.5,22630,31226,1.4,8171,43,610,61906,74651,4.92,1.83,0.37,0.16,0.444,6.2,18.1,29.2,21.6,20.8,24.9,32.7,1181,47.6,2468,40270,21.9,19.1,27.1,11.2,7.1,7.5,0.6,5.5,1210,14.8,22.8,33.4,14.9,6.8,1.9,3.6,1.9,83042642-d778-43d8-8fd1-68cdf7e9d0af,0.0018104107639374,0.242819597332266
964,211031452,Croydon South,2.856,https://linked.data.gov.au/dataset/asgsed3/SA2/211031452,2644,40,170.6,57737,64509,80.4,353,45,8,13004,22748,6.6,1999,43,11.5,102,5742,11.2,62,63,1.6,19921,25030,1.2,2913,42,185.8,55331,63773,4.26,1.77,0.42,0.18,0.412,5,15.9,26.6,21.7,26,27.1,25.3,346,15,1709,43452,23,22.9,28.4,9.4,3.4,8.1,0.7,4.3,1108,12.8,26.9,39.5,10.2,3.4,2,3.9,1.9,e2e8bfc3-6ee6-4b5f-8b75-8bd638a3888f,0.000292215544959618,0.114220635007324
715,204021066,Wangaratta,57.5836,https://linked.data.gov.au/dataset/asgsed3/SA2/204021066,9635,41,522.4,49282,54221,78.1,1390,50,34.9,11631,25112,6.4,7094,50,55.1,180,7774,13.9,261,58,5.2,9997,19954,1.3,10680,45,596.9,48372,55891,4.52,1.73,0.38,0.15,0.434,7,18.4,28.7,25.8,28.9,27.5,17.8,1132,49.3,4178,43590,27.6,27.5,24.5,4.5,1.9,5.2,0.7,8.1,840,21.5,32.9,30.1,5,2.1,1.6,4.1,2.9,a26f6bb6-7461-4980-9f5a-68431b760816,0.00578169451819122,0.531976310790351
661,201031015,Golden Plains - North,922.0812,https://linked.data.gov.au/dataset/asgsed3/SA2/201031015,2249,43,123.2,49492,54763,76.8,478,51,10.3,10094,21531,10.8,1536,48,9.4,55,6102,10.6,57,50,1.4,11147,24625,1.1,2525,46,138.8,47277,54965,4.39,1.75,0.4,0.14,0.443,6.8,18.2,28.8,26.5,29.1,27.3,17.1,201,13.4,7265,66449,28.7,23.1,24.6,4.3,1.8,7.5,1.2,8.7,875,21.8,30.2,31.5,5.3,1.9,1.6,5.7,2.6,a45aa8bb-2614-4f4c-a72a-6eb33e545097,0.0942983342711159,2.1873487933855
761,206011497,Coburg - East,3.7471,https://linked.data.gov.au/dataset/asgsed3/SA2/206011497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,26.2,1454,27382,23.7,20.5,28.4,9.7,5.3,7,0.7,4.8,1235,14.7,20.5,36.6,14.1,6.5,2,4.3,1.2,11be31fb-6d5d-41bb-8454-b091a0ad059e,0.000383006155061594,0.0896454689933717
1007,212031458,Narre Warren South - West,6.7771,https://linked.data.gov.au/dataset/asgsed3/SA2/212031458,8557,38,477.1,51313,55755,83.6,1363,40,29.6,17836,21685,9.7,5131,41,12.5,22,2430,5.4,126,55,3,15797,23871,0.7,9033,40,498.6,50166,55194,3.68,1.64,0.45,0.23,0.384,4.3,14.9,25.3,22.5,30.5,30.2,16.7,539,19,1899,35294,22.1,23.3,28,4.6,1.7,14.4,1.3,4.5,1008,13.8,30.8,40.2,5.3,1.5,1.5,5.4,1.2,51a9778b-355c-417e-af74-0494a1980857,0.000695588729740848,0.120024365175959
1010,212031557,Cranbourne East - North,11.0254,https://linked.data.gov.au/dataset/asgsed3/SA2/212031557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,18.2,1591,25292,19.9,25.6,30.2,4.7,1.3,12.2,0.9,5.3,980,13.5,33.3,39.5,5.1,0.8,1.3,5.2,1.4,5867a092-daaa-4b1c-8160-a97be70c5c20,0.00113249028026985,0.138901952815279
1156,217011423,Southern Grampians,6562.6438,https://linked.data.gov.au/dataset/asgsed3/SA2/217011423,2755,43,130.1,42272,47210,58.3,1708,56,47.4,15964,27733,24.2,2904,53,27.5,605,9465,16,89,56,1.7,9304,18612,1.1,3783,50,198.9,43994,52568,5.69,1.87,0.33,0.08,0.536,8,21.9,33.7,31.1,28,23.4,17.5,547,67.4,3969,123245,28.1,25,23.8,4.8,3.6,5.8,0.8,8.2,857,21.6,29.5,27.2,6.4,4.2,1.7,6.3,3,1998c2c0-965d-4fda-b3b2-f0caeaad95a4,0.669024676903064,6.94973587556828
861,208041194,Malvern - Glen Iris,6.1552,https://linked.data.gov.au/dataset/asgsed3/SA2/208041194,11786,38,1155.7,65367,98057,65.3,2038,47,149.3,12847,73280,6.3,12005,46,478.6,,39868,26.5,280,65,11.7,27220,41910,0.9,14476,44,1743.8,70298,120464,6.44,2.19,0.34,0.15,0.592,16.5,34.8,46.3,20.7,18.4,20.7,40.2,3472,435.3,4828,125375,15.9,15.2,26.9,10.9,17.6,7.8,0.4,5.3,1701,8.7,14.6,31.8,19.6,17.8,1.8,4.2,1.6,eb87771a-0588-4911-91af-31eb5c5efe39,0.000630167843610252,0.132679033792441
890,209041223,Thomastown,14.6852,https://linked.data.gov.au/dataset/asgsed3/SA2/209041223,9422,35,476.8,46454,50608,80,1699,37,29.2,11559,17174,9.7,6138,39,24.6,48,4014,8.9,150,53,3.1,10368,20740,0.9,10286,37,508.6,44316,49449,4.26,1.71,0.4,0.19,0.412,4.7,15.9,26.6,28.8,31.3,26.8,13.1,643,21.5,2244,33470,34.4,23.9,19.3,2.8,0.9,11,1.4,6.3,728,27.3,31.6,27,3.7,0.9,3.4,3.9,2.2,5bcaa6b0-3548-4165-8230-338aa00a53f3,0.00149988649991428,0.230535409893545
913,210021233,Macedon,72.9902,https://linked.data.gov.au/dataset/asgsed3/SA2/210021233,1719,46,149,64930,86652,67.3,377,49,13.8,12659,36580,9.1,1594,51,32.1,443,20122,20.8,53,65,2.2,27900,41361,1.7,2082,49,186.6,61638,89616,6.14,2.06,0.34,0.13,0.534,13.2,27.2,38.4,23.7,20.2,20.4,35.7,315,40.1,4663,127224,19.2,18.5,23.2,10.8,12.6,9.1,0.4,6.5,1376,10.7,19.9,32.5,16.2,11.4,2.1,5.9,1.1,9d42d7c4-cd76-4977-91f5-15df974d0c97,0.00742870094518366,0.482323557462811
747,205041098,Yallourn North - Glengarry,342.7019,https://linked.data.gov.au/dataset/asgsed3/SA2/205041098,2519,41,167.6,55418,66546,83,411,52,2.4,3518,5885,6.5,1697,48,10.7,87,6283,9,69,59,1.8,10748,25370,1.3,2709,44,175.3,52142,64724,4.85,1.93,0.4,0.17,0.448,5.9,17.7,29,23.4,26.9,23.2,26.5,234,7.3,5743,31300,25.4,23.3,25.8,6,2.8,7.3,1,8.2,980,16.9,28.6,35,7.5,2.4,1.5,6.1,2.2,58895029-5867-475c-84e5-c4168d7f846e,0.0351921822557415,1.63688357799805
1102,214011372,Frankston North,13.2382,https://linked.data.gov.au/dataset/asgsed3/SA2/214011372,9307,38,501.3,50109,53857,83.1,1128,42,22.2,12956,19663,6.5,5316,42,11.2,43,2106,8.1,263,55,6.2,10625,23410,1.7,9707,39,508.2,48248,52355,4.04,1.65,0.41,0.17,0.395,4,14.7,25.1,24.9,30,29.8,15.3,673,17.3,1369,25659,27.9,25.5,23.8,4,1.1,7.1,0.9,9.6,841,21.8,32,31.3,5.2,1.3,2,4.3,2.4,6a56941e-6f95-4162-a7b6-79243c704565,0.00136036340063583,0.153290424691834
841,208021176,Carnegie,3.8045,https://linked.data.gov.au/dataset/asgsed3/SA2/208021176,11287,36,809.7,59030,71739,80,1708,37,38.4,8577,22495,6.2,9116,38,65.4,182,7172,12.3,186,60,5.1,16936,27598,0.8,12165,37,904.6,56595,74361,5.26,1.92,0.37,0.16,0.481,9.8,22.3,33.3,23.8,22.9,23.5,29.8,1916,66.7,1546,34823,18.9,19.9,29.2,11.1,7.6,7.9,0.4,5.1,1306,12.5,19.7,37,15.3,8,2.7,3.3,1.3,b5480d90-1283-40d8-a18e-ab67f51aaf70,0.000389701910535223,0.0861396009955301
180,109011172,Albury - East,101.484,https://linked.data.gov.au/dataset/asgsed3/SA2/109011172,9079,38,561.4,55742,61836,79.4,1267,45,31.7,9702,25039,5.6,6857,45,64.8,145,9452,13,279,59,9.8,24373,35273,1.7,10143,41,650.7,55032,64148,4.13,1.73,0.42,0.17,0.422,6.6,18.1,28.3,21.5,25.9,28.5,24,1260,72.8,2580,57758,21.2,25.4,31.7,7.6,3.2,5.6,0.4,4.9,1094,12.9,27.6,40.4,8.8,3,1.2,4.4,1.6,af6b7af2-d9f3-4719-aece-199c9195ad19,0.0101514640596179,0.712488058911331
798,206061138,Toorak,4.3233,https://linked.data.gov.au/dataset/asgsed3/SA2/206061138,6970,37,742.3,61399,106500,51.5,1555,54,148.4,14505,95444,6.4,8598,52,862.3,,100290,39.2,176,71,10.3,32534,58549,1,9922,49,1777.4,74766,179140,7.01,2.37,0.34,0.14,0.709,28.4,49.3,60.2,19.9,18.2,18.4,43.5,2710,1063.3,10917,392359,11.5,13.8,25.1,10.6,22.3,8.7,0.7,7.4,1865,6.7,13,27.9,16.5,26,2.8,5.1,2,2f19538e-a8df-4082-937b-e6ce2a957125,0.00044254486419959,0.091183600075962
727,205011077,Mount Baw Baw Region,2753.3275,https://linked.data.gov.au/dataset/asgsed3/SA2/205011077,3066,44,180.1,47815,58755,68.2,1090,55,10.2,5450,9391,13.3,2683,52,24.3,214,9063,16.6,76,58,1.6,13092,20974,1.1,3799,49,206.7,43205,54404,5.97,2,0.33,0.13,0.493,6.7,19.5,31.2,30.9,27.1,22.2,19.8,479,30.4,5865,63429,26.5,25.2,23.1,4.9,3.6,6.8,1,8.9,917,19.2,30.1,30.8,6.6,3.9,1.8,4.9,2.5,aab61a86-a6d4-47a0-b7a9-d98ed65585d6,0.28200174634776,3.54628289196701
721,204031072,Towong,6668.947,https://linked.data.gov.au/dataset/asgsed3/SA2/204031072,2724,45,142.8,45840,52425,64.3,1234,58,23.2,10000,18810,18.1,2512,55,28.8,310,11483,15,115,58,3.3,23790,29053,1.8,3540,52,191.7,42687,54160,5.7,1.89,0.33,0.11,0.516,10.6,22.6,33.7,31.4,26.7,25.4,16.5,453,27.1,4860,59713,28.7,24.1,23.3,4.6,2.4,5.4,0.7,10.7,845,22.4,30.8,29.6,4.9,3.3,1.3,5.4,2.6,381642e4-04d7-4969-8610-c7e1be75c094,0.669566725588538,5.54462353818398
